SKU,Barcode,Slug,Title,Status,Product Description,Stock Status,Quantity,Collections,Category,Sub Category,Settings/Size,Featured,Backorders allowed,Sold Individually,HUID,Min shipping days,Max shipping days,Metal Type,Metal Color,Gold Purity,Gold Gross,Gold Net,Silver Purity,Silver Gross,Silver Net,Platinum Purity,Platinum Gross,Platinum Net,Diamond From,Diamond Weight,Diamond Pieces,Diamond Type,Diamond Quality,Diamond Shapes,Diamond Cut,Custom Diamond Rate,Diamond Certified,Diamond Lab,Diamond Certificate ID,Gemstone From,Gemstone Quality,Gemstone Shape,Gemstone Type,Gemstone Size,Gemstone Pieces,Gemstone Weight,Custom Gemstone Rate,Gemstone Color,No. of Lines,Length,Closure Type,Pearl Type,Pearl Setting Type,Pearl Size,Pearl Pieces,Pearl Weight,Labour Type,Labour From,Per Gram,Wastage From,Wastage in (%),Minimum Making,Extra Charge Type,Extra Charge Value,SEO Title,SEO Description,SEO Keywords,Width (in mm),Height (in mm),Thickness (in mm),Tags,Gender,Ocassions,Manual Product Price (MRP),Sale Price,Automatic Price,Disable Customization,Upsell,Cross Sell,Images,Images Links,Video URL,Product Link,Rings Size,Bangles and Bracelet Size,Product Length
DOCPN5225ET,,docpn5225et,DOCPN5225ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,1.4,1.356,,,,,,,master,0.22,"16, 16",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,9230,,,,DOCPN5225ET_1569052573,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5225ET_1569052573.jpg,,https://tiarabytj.com/product/docpn5225et/,,,
DOCPN5226ET,,docpn5226et,DOCPN5226ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,1.7,1.672,,,,,,,master,0.14,"10, 10",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,11208,,,,DOCPN5226ET_1569052274,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5226ET_1569052274.jpg,,https://tiarabytj.com/product/docpn5226et/,,,
DOCPN5227ET,,docpn5227et,DOCPN5227ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,2,1.954,,,,,,,master,0.23,"22, 22",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,13186,,,,DOCPN5227ET_1569052151,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5227ET_1569052151.jpg,,https://tiarabytj.com/product/docpn5227et/,,,
DOCPN5201ET,,docpn5201et,DOCPN5201ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,1.23,1.21,,,,,,,master,0.1,"10, 10",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,8118,,,,DOCPN5201ET_1569052841,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5201ET_1569052841.jpg,,https://tiarabytj.com/product/docpn5201et/,,,
DOCPN5223ET,,docpn5223et,DOCPN5223ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,3.65,3.62,,,,,,,master,0.15,"12, 12",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,24064,,,,DOCPN5223ET_1569052685,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5223ET_1569052685.jpg,,https://tiarabytj.com/product/docpn5223et/,,,
DOCPN5182ET,,docpn5182et,DOCPN5182ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,2.94,2.864,,,,,,,master,0.38,"34, 34",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,19384,,,,DOCPN5182ET_1569053311,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5182ET_1569053311.jpg,,https://tiarabytj.com/product/docpn5182et/,,,
DOCPN5187ET,,docpn5187et,DOCPN5187ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,3.2,3.07,,,,,,,master,0.65,"39, 39",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,21098,,,,DOCPN5187ET_1569053212,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5187ET_1569053212.jpg,,https://tiarabytj.com/product/docpn5187et/,,,
DOCPN5188ET,,docpn5188et,DOCPN5188ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,4.24,4.104,,,,,,,master,0.68,"60, 60",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floret,,,,,27955,,,,DOCPN5188ET_1569053046,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5188ET_1569053046.jpg,,https://tiarabytj.com/product/docpn5188et/,,,
DOCPN5180ET,,docpn5180et,DOCPN5180ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,1.8,1.758,,,,,,,master,0.21,"24, 24",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,11868,,,,DOCPN5180ET_1569053515,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5180ET_1569053515.jpg,,https://tiarabytj.com/product/docpn5180et/,,,
DOCPN5181ET,,docpn5181et,DOCPN5181ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,1.8,1.774,,,,,,,master,0.13,"10, 10",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tops,,,,,11868,,,,DOCPN5181ET_1569053405,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5181ET_1569053405.jpg,,https://tiarabytj.com/product/docpn5181et/,,,
DOCPN5178ET,,docpn5178et,DOCPN5178ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,1.75,1.7,,,,,,,master,0.25,"22, 22",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,11537,,,,DOCPN5178ET_1569053734,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5178ET_1569053734.jpg,,https://tiarabytj.com/product/docpn5178et/,,,
DOCPN5179ET,,docpn5179et,18Kt Yellow Gold Diamond Screw Eternity Jewellery,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,2.18,2.116,,,,,,,master,0.32,"34, 34",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,14374,,,,DOCPN5179ET_1569053634,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5179ET_1569053634.jpg,,https://tiarabytj.com/product/docpn5179et/,,,
DOCPN5176ET,,docpn5176et,DOCPN5176ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,1.45,1.376,,,,,,,master,0.37,"34, 34",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tops,,,,,9560,,,,DOCPN5176ET_1569054452,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5176ET_1569054452.jpg,,https://tiarabytj.com/product/docpn5176et/,,,
DOCPN5177ET,,docpn5177et,DOCPN5177ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,2.26,2.232,,,,,,,master,0.14,"14, 14",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,14901,,,,DOCPN5177ET_1569054351,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5177ET_1569054351.jpg,,https://tiarabytj.com/product/docpn5177et/,,,
DOCPN5173ET,,docpn5173et,DOCPN5173ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,2,1.94,,,,,,,master,0.3,"30, 30",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floret,,,,,13186,,,,DOCPN5173ET_1569054775,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5173ET_1569054775.jpg,,https://tiarabytj.com/product/docpn5173et/,,,
DOCPN5174ET,,docpn5174et,DOCPN5174ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,2.5,2.466,,,,,,,master,0.17,"14, 14",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,16484,,,,DOCPN5174ET_1569054673,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5174ET_1569054673.jpg,,https://tiarabytj.com/product/docpn5174et/,,,
DOCPN5175ET,,docpn5175et,DOCPN5175ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,4.35,4.256,,,,,,,master,0.47,"54, 54",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,28680,,,,DOCPN5175ET_1569054574,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5175ET_1569054574.jpg,,https://tiarabytj.com/product/docpn5175et/,,,
DOCPN5171ET,,docpn5171et,DOCPN5171ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,3,2.924,,,,,,,master,0.38,"30, 30",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tops,,,,,19779,,,,DOCPN5171ET_1569055060,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5171ET_1569055060.jpg,,https://tiarabytj.com/product/docpn5171et/,,,
DOCPN5172ET,,docpn5172et,DOCPN5172ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,1.5,1.468,,,,,,,master,0.16,"20, 20",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,9891,,,,DOCPN5172ET_1569054956,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5172ET_1569054956.jpg,,https://tiarabytj.com/product/docpn5172et/,,,
DOCPN5164ET,,docpn5164et,DOCPN5164ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,2.5,2.406,,,,,,,master,0.47,"52, 52",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,16484,,,,DOCPN5164ET_1569055193,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5164ET_1569055193.jpg,,https://tiarabytj.com/product/docpn5164et/,,,
DOCPN5160ET,,docpn5160et,DOCPN5160ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,3.74,3.588,,,,,,,master,0.76,"76, 76",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floret,,,,,24658,,,,DOCPN5160ET_1569055714,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5160ET_1569055714.jpg,,https://tiarabytj.com/product/docpn5160et/,,,
DOCPN5161ET,,docpn5161et,DOCPN5161ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,2.2,2.042,,,,,,,master,0.79,"72, 72",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tops,,,,,14505,,,,DOCPN5161ET_1569055620,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5161ET_1569055620.jpg,,https://tiarabytj.com/product/docpn5161et/,,,
DOCPN5158ET,,docpn5158et,DOCPN5158ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,3.6,3.384,,,,,,,master,1.08,"70, 70",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,23735,,,,DOCPN5158ET_1569055991,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5158ET_1569055991.jpg,,https://tiarabytj.com/product/docpn5158et/,,,
DOCPN5159ET,,docpn5159et,DOCPN5159ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,7.1,6.66,,,,,,,master,2.2,"150, 150",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,46811,,,,DOCPN5159ET_1569055898,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5159ET_1569055898.jpg,,https://tiarabytj.com/product/docpn5159et/,,,
DOCPN5156ET,,docpn5156et,DOCPN5156ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,2.52,2.428,,,,,,,master,0.46,"38, 38",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heart,,,,,16614,,,,DOCPN5156ET_1569056333,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5156ET_1569056333.jpg,,https://tiarabytj.com/product/docpn5156et/,,,
DOCPN5157ET,,docpn5157et,DOCPN5157ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,8,7.672,,,,,,,master,1.64,"134, 134",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floret,,,,,52745,,,,DOCPN5157ET_1569056226,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5157ET_1569056226.jpg,,https://tiarabytj.com/product/docpn5157et/,,,
DOCPN5152ET,,docpn5152et,DOCPN5152ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,3,2.866,,,,,,,master,0.67,"42, 42",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floret,,,,,19779,,,,DOCPN5152ET_1569056685,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5152ET_1569056685.jpg,,https://tiarabytj.com/product/docpn5152et/,,,
DOCPN5153EP,,docpn5153ep,DOCPN5153EP,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,4.8,4.652,,,,,,,master,0.74,"78, 78",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tops,,,,,31647,,,,DOCPN5153EP_1569056590,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5153EP_1569056590.jpg,,https://tiarabytj.com/product/docpn5153ep/,,,
DOCPN5155ET,,docpn5155et,DOCPN5155ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,3.3,3.142,,,,,,,master,0.79,"60, 60",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,21757,,,,DOCPN5155ET_1569056424,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5155ET_1569056424.jpg,,https://tiarabytj.com/product/docpn5155et/,,,
DOCPN5149ET,,docpn5149et,DOCPN5149ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,2.8,2.744,,,,,,,master,0.28,"20, 20",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floret,,,,,18461,,,,DOCPN5149ET_1569056934,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5149ET_1569056934.jpg,,https://tiarabytj.com/product/docpn5149et/,,,
DOCPN5150EP,,docpn5150ep,DOCPN5150EP,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,1.58,1.544,,,,,,,master,0.18,"14, 14",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,10417,,,,DOCPN5150EP_1569056779,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5150EP_1569056779.jpg,,https://tiarabytj.com/product/docpn5150ep/,,,
DOCPN5142EP,,docpn5142ep,DOCPN5142EP,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,1.58,1.52,,,,,,,master,0.3,"26, 26",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,10417,,,,DOCPN5142EP_1569057268,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5142EP_1569057268.jpg,,https://tiarabytj.com/product/docpn5142ep/,,,
DOCPN5146EP,,docpn5146ep,DOCPN5146EP,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,2.11,2.062,,,,,,,master,0.24,"22, 22",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floret,,,,,13911,,,,DOCPN5146EP_1569057169,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5146EP_1569057169.jpg,,https://tiarabytj.com/product/docpn5146ep/,,,
DOCPN5148EP,,docpn5148ep,DOCPN5148EP,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,1.18,1.146,,,,,,,master,0.17,"12, 12",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,7808,,,,DOCPN5148EP_1569057028,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5148EP_1569057028.jpg,,https://tiarabytj.com/product/docpn5148ep/,,,
DOCPN5140EP,,docpn5140ep,DOCPN5140EP,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,1.63,1.544,,,,,,,master,0.43,"22, 22",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,10747,,,,DOC20PN20514020EP,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOC20PN20514020EP.jpg,,https://tiarabytj.com/product/docpn5140ep/,,,
DOCPN5141ET,,docpn5141et,DOCPN5141ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,2.1,2.022,,,,,,,master,0.39,"28, 28",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,13846,,,,DOCPN5141ET_1569057368,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5141ET_1569057368.jpg,,https://tiarabytj.com/product/docpn5141et/,,,
DOCPN5138ET,,docpn5138et,DOCPN5138ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,1,0.976,,,,,,,master,0.12,"14, 14",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,6693,,,,DOCPN5138ET_1569057674,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5138ET_1569057674.jpg,,https://tiarabytj.com/product/docpn5138et/,,,
DOCPN5135ET,,docpn5135et,DOCPN5135ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,2.4,2.354,,,,,,,master,0.23,"20, 20",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floret,,,,,15823,,,,DOCPN5135ET_1569057885,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5135ET_1569057885.jpg,,https://tiarabytj.com/product/docpn5135et/,,,
DOCPN5137EP,,docpn5137ep,DOCPN5137EP,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,1.1,1.078,,,,,,,master,0.11,"6, 6",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,7312,,,,DOCPN5137EP_1569057788,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5137EP_1569057788.jpg,,https://tiarabytj.com/product/docpn5137ep/,,,
DOCPN5131EP,,docpn5131ep,DOCPN5131EP,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,2,1.964,,,,,,,master,0.18,"12, 12",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,13186,,,,DOCPN5131EP_1569058409,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5131EP_1569058409.jpg,,https://tiarabytj.com/product/docpn5131ep/,,,
DOCPN5133ET,,docpn5133et,DOCPN5133ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,3.36,3.26,,,,,,,master,0.5,"30, 30",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,22153,,,,DOCPN5133ET_1569058309,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5133ET_1569058309.jpg,,https://tiarabytj.com/product/docpn5133et/,,,
DOCPN5134EP,,docpn5134ep,DOCPN5134EP,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,1.5,1.468,,,,,,,master,0.16,"14, 14",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,9891,,,,DOCPN5134EP_1569058184,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5134EP_1569058184.jpg,,https://tiarabytj.com/product/docpn5134ep/,,,
DOCPN5129ET,,docpn5129et,DOCPN5129ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,4.6,4.392,,,,,,,master,1.04,"88, 88",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,30328,,,,DOCPN5129ET_1569058714,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5129ET_1569058714.jpg,,https://tiarabytj.com/product/docpn5129et/,,,
DOCPN5130ET,,docpn5130et,DOCPN5130ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,3.7,3.58,,,,,,,master,0.6,"44, 44",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,24394,,,,DOCPN5130ET_1569058627,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5130ET_1569058627.jpg,,https://tiarabytj.com/product/docpn5130et/,,,
DOCPN5124EP,,docpn5124ep,DOCPN5124EP,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,3.1,2.988,,,,,,,master,0.56,"46, 46",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,20439,,,,DOCPN5124EP_1569059114,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5124EP_1569059114.jpg,,https://tiarabytj.com/product/docpn5124ep/,,,
DOCPN5126ET,,docpn5126et,DOCPN5126ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,3.8,3.662,,,,,,,master,0.69,"62, 62",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer,,,,,25054,,,,DOCPN5126ET_1569058942,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5126ET_1569058942.jpg,,https://tiarabytj.com/product/docpn5126et/,,,
DOCPN5128ET,,docpn5128et,DOCPN5128ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,2.39,2.318,,,,,,,master,0.36,"38, 38",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,15758,,,,DOCPN5128ET_1569058837,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5128ET_1569058837.jpg,,https://tiarabytj.com/product/docpn5128et/,,,
PER-334,,per-334,PER-334,publish,"<p>FULL BALI Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,10,9.426,,,,,,,master,2.87,"96, 96",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bali,,,,,65931,,,,PER-334-Y1,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/PER-334-Y1.jpg,,https://tiarabytj.com/product/per-334/,,,
DOCPN5123ET,,docpn5123et,DOCPN5123ET,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,5.53,5.37,,,,,,,master,0.8,"60, 60",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,36459,,,,DOCPN5123ET_1569059191,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/DOCPN5123ET_1569059191.jpg,,https://tiarabytj.com/product/docpn5123et/,,,
PER-331,,per-331,PER-331,publish,"<p>Earring</p>
",onbackorder,,Diamond Jewellery,Earrings,,,,,,,,,,,18KT,3,2.938,,,,,,,master,0.31,"28, 28",Natural,VVS-EF,"round, Round",Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist &amp; Turns,,,,,19779,,,,PER-331-Y1,https://tiarabytj.com/wp-content/uploads/sites/27/2022/12/PER-331-Y1.jpg,,https://tiarabytj.com/product/per-331/,,,
